Sort_Order;Full_Species;Species_ID;Parent_ID;English_Name;French_Name;Spanish_Name;Scientific_Name;CDN_Status;Origin;Comment;Avibase_ID;Avibase_Status;Wild_Species_2020;COSEWIC_Species;SARA_Species;2015_MBCA_List;MBCA_Family;Family_Sci;Family_Sci_FR;Family_CmName_EN;Family_CmName_FR;Subfamily;Order;Prev_Species_ID;Prev_CND_Status;Prev_Names_Sci_EN_FR;Technical_Committees;Alpha_Code_BBL;Alpha_Code_FR;BBL_Number;BBS_Number
1992;Yes;RUBL;;Rusty Blackbird;Quiscale rouilleux;Tordo Canadiense;Euphagus carolinus;BRE;;;5F77FED530C9B69D;Breeder;Apparently Secure - Apparemment en sécurité;Yes;Yes;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;RUBL;QURO;5090;05090
1993;Yes;BRBL;;Brewer's Blackbird;Quiscale de Brewer;Tordo Ojos Amarillos;Euphagus cyanocephalus;BRE;;;EA5E858AEF777A34;Breeder;Secure - En sécurité;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;BRBL;QUBW;5100;05100
1993.999;No;UNBL;;Unidentified Blackbird;Ictéridé non identifié;;;;;;;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;;;;
1994;Yes;COGR;;Common Grackle;Quiscale bronzé;Zanate Norteño;Quiscalus quiscula;BRE;;;8BBB3255C6B7EE91;Breeder;Secure - En sécurité;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;LA;COGR;QUBR;5110;05110
1995;Yes;BTGR;;Boat-tailed Grackle;Quiscale des marais;Zanate Pico de Bote;Quiscalus major;UNK;;;EF47E15D002D3191;Hypothetical;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;DNO_2017;;LA;BTGR;;5130;05130
1996;Yes;GTGR;;Great-tailed Grackle;Quiscale à longue queue;Zanate Mayor;Quiscalus mexicanus;ACC;;;5CBA339176A501A5;Accidental;Not Applicable - Non applicable;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;Grand Quiscale;LA;GTGR;;5120;05120
1997;Yes;SBGR;;Slender-billed Grackle;Quiscale de Mexico;Zanate del Lerma;Quiscalus palustris;DNO;;Extinct.;C19704C918B56E23;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;19200
1998;Yes;NIGR;;Nicaraguan Grackle;Quiscale du Nicaragua;Zanate Nicaragüense;Quiscalus nicaraguensis;DNO;;;D1DD7CD05FB6D89E;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;
1999;Yes;GAGR;;Greater Antillean Grackle;Quiscale noir;Zanate Antillano;Quiscalus niger;DNO;;;E941AD9FCAAB7D30;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;GAGR;;5131;19210
2000;Yes;CAGR;;Carib Grackle;Quiscale merle;Zanate Caribeño;Quiscalus lugubris;DNO;;;159FB51C370F6D18;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;
2001;Yes;YHOB;;Yellow-hooded Blackbird;Carouge à capuchon;Turpial de Agua;Chrysomus icterocephalus;DNO;;;42826912478AC2CE;;;No;No;No;No;Icteridae;Ictéridés;Blackbirds, Grackles, Cowbirds, Orioles;Carouges, quiscales, vachers, orioles;Agelaiinae;Passeriformes;;;;N/A;;;;
2002;Yes;OVEN;;Ovenbird;Paruline couronnée;Chipe Suelero;Seiurus aurocapilla;BRE;;;CEA5B6AA48218C8A;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Seiurus aurocapillus, Fauvette couronnée;LA;OVEN;PACO;6740;06740
2003;Yes;WEWA;;Worm-eating Warbler;Paruline vermivore;Chipe Gusanero;Helmitheros vermivorum;RNB;;"Annual to ON (OBBA; 2 probable squares), possibly breeds but not yet confirmed in Canada.";295C4CD62A12ADEF;Rare (seen annually or more often);Unrankable - Inclassable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Helmitheros vermivorus, Fauvette vermivore;LA;WEWA;;6390;06390
2004;Yes;LOWA;;Louisiana Waterthrush;Paruline hochequeue;Chipe Arroyero;Parkesia motacilla;BRE;;;7AB0F3A4A62BD4BF;Breeder;Imperiled - En péril;Yes;Yes;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Seiurus motacilla, Fauvette hoche-queue;LA;LOWA;PAHO;6760;06760
2005;Yes;NOWA;;Northern Waterthrush;Paruline des ruisseaux;Chipe Charquero;Parkesia noveboracensis;BRE;;;709AF716468341F7;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Seiurus noveboracensis, Grinnell's Waterthrush, Fauvette des ruisseaux;LA;NOWA;PARU;6750;06750
2006;Yes;BAWA;;Bachman's Warbler;Paruline de Bachman;Chipe de Bachman;Vermivora bachmanii;DNO;;Extinct.;207491AE88C23BE8;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Fauvette à plastron;N/A;;;;
2007;Yes;GWWA;;Golden-winged Warbler;Paruline à ailes dorées;Chipe Alas Amarillas;Vermivora chrysoptera;BRE;;;83F326C81E3F2955;Breeder;Vulnerable - Vulnérable;Yes;Yes;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Fauvette à ailes dorées;LA;GWWA;PAAD;6420;06420
2007.5551;No;BRWA;BWGW;Brewster's Warbler (Blue-winged x Golden-winged hybrid);Paruline de Brewster (hybride de Paruline à ailes bleues et de Paruline à ailes dorées);Reinita de Brewster (híbrido de Chipe Alas Amarillas y Chipe Alas Azules);"Vermivora cyanoptera x chrysoptera ""leucobronchialis""";BRE;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;BWGW_BRE;;;LA;BRWA;HYBD;6412;06412
2007.5552;No;LAWA;BWGW;Lawrence's Warbler (Golden-winged x Blue-winged hybrid);Paruline de Lawrence (hybride de Paruline à ailes dorées et de Paruline à ailes bleues);Reinita de Lawrence (híbrido de Chipe Alas Azules y Chipe Alas Amarillas);"Vermivora cyanoptera x chrysoptera ""lawrencii""";BRE;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;BWGW_LAW;;;LA;LAWA;HYBD;6413;06413
2008;Yes;BWWA;;Blue-winged Warbler;Paruline à ailes bleues;Chipe Alas Azules;Vermivora cyanoptera;BRE;;;B617FE7DF96090DD;Breeder;Apparently Secure - Apparemment en sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Vermirora pinus, Fauvette à ailes bleues;LA;BWWA;PAAB;6410;06410
2009;Yes;BAWW;;Black-and-white Warbler;Paruline noir et blanc;Chipe Trepador;Mniotilta varia;BRE;;;4D207AF69A79DDCF;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Fauvette noir et blanc;LA;BAWW;PANB;6360;06360
2010;Yes;PROW;;Prothonotary Warbler;Paruline orangée;Chipe Dorado;Protonotaria citrea;BRE;;"Confirmed breeding in several locations in southern ON during 1st and 2nd atlases; but 10-25 breeding pairs as opposed to 80 (historically).";4D08EE7E80D2E275;Breeder;Critically Imperiled - Gravement en péril;Yes;Yes;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Fauvette orangée;LA;PROW;;6370;06370
2011;Yes;SWWA;;Swainson's Warbler;Paruline de Swainson;Chipe Corona Café;Limnothlypis swainsonii;ACC;;"QC Checklist; also accidental in Ontario";D3624203E6C65D28;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Helinaia swainsoni, Fauvette de Swainson;LA;SWWA;;6380;06380
2012;Yes;CCWA;;Crescent-chested Warbler;Paruline à croissant;Chipe Cejas Blancas;Oreothlypis superciliosa;DNO;;;2BC547FD1F4B3E96;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Parula superciliosa;N/A;CCWA;;6381;06492
2013;Yes;FTHW;;Flame-throated Warbler;Paruline embrasée;Chipe de Garganta en Llamas;Oreothlypis gutturalis;DNO;;;03561EAE1CDF19DC;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;
2014;Yes;TEWA;;Tennessee Warbler;Paruline obscure;Chipe Peregrino;Leiothlypis peregrina;BRE;;Formerly placed in the genus Oreothlypis.;D204A9309E8CCC3A;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Vermivora peregrina, Oreothlypis peregrina, Fauvette obscure;LA;TEWA;PAOB;6470;06470
2015;Yes;OCWA;;Orange-crowned Warbler;Paruline verdâtre;Chipe Oliváceo;Leiothlypis celata;BRE;;Formerly placed in the genus Oreothlypis.;FFF6108042E63910;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Vermivora celata, Oreothlypis celata, Fauvette verdâtre;LA;OCWA;PAVE;6460;06460
2016;Yes;COLW;;Colima Warbler;Paruline de Colima;Chipe de Colima;Leiothlypis crissalis;DNO;;Formerly placed in the genus Oreothlypis.;82F8890FB382D77A;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Vermivora crissalis, Oreothlypis crissalis, Fauvette du Mexique;N/A;COLW;;6471;06471
2017;Yes;LUWA;;Lucy's Warbler;Paruline de Lucy;Chipe Rabadilla Castaña;Leiothlypis luciae;ACC;;Avibase records from AB. Formerly placed in the genus Oreothlypis.;E8EB3C96846FB708;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;DNO_2015;Oreothlypis luciae, Fauvette à croupion marron;LA;LUWA;;6430;06430
2018;Yes;NAWA;;Nashville Warbler;Paruline à joues grises;Chipe Cabeza Gris;Leiothlypis ruficapilla;BRE;;Formerly placed in the genus Oreothlypis.;183E5F909449A603;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Vermivora rubricapilla, Vermivora ruficapilla, Oreothlypis ruficapilla, Chestnut-crowned Warbler, Calaveras Warbler, Fauvette à joues grises;LA;NAWA;PAJG;6450;06450
2019;Yes;VIWA;;Virginia's Warbler;Paruline de Virginia;Chipe de Virginia;Leiothlypis virginiae;ACC;;Formerly placed in the genus Oreothlypis.;A97F14D0EE2CEBCD;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Vermivora virginiae, Oreothlypis virginiae, Fauvette de Virginia;LA;VIWA;;6440;06440
2020;Yes;SEMW;;Semper's Warbler;Paruline pied-blanc;Chipe de Semper;Leucopeza semperi;DNO;;Extremely rare/possibly extinct resident of St Lucia.;21F464DE61FB9365;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;
2021;Yes;CONW;;Connecticut Warbler;Paruline à gorge grise;Chipe de Connecticut;Oporornis agilis;BRE;;;0B23929DF27B0963;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;LA;CONW;PAGG;6780;06780
2022;Yes;GCYE;;Gray-crowned Yellowthroat;Paruline à calotte grise;Mascarita Pico Grueso;Geothlypis poliocephala;DNO;;;2A09CA678AA5A726;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Chamaethlypis poliocephala, Ground Chat, Fauvette terrestre;N/A;GCYE;;6821;06821
2023;Yes;MGWA;;MacGillivray's Warbler;Paruline des buissons;Chipe Lores Negros;Geothlypis tolmiei;BRE;;;85106518F57F4B09;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Oporornis tolmiei, Fauvette des buissons;LA;MGWA;;6800;06800
2024;Yes;MOWA;;Mourning Warbler;Paruline triste;Chipe de Pechera;Geothlypis philadelphia;BRE;;;1A0096F2F929CEA2;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Oporornis philadelphia, Fauvette triste;LA;MOWA;PATR;6790;06790
2025;Yes;KEWA;;Kentucky Warbler;Paruline du Kentucky;Chipe Patilludo;Geothlypis formosa;ACC;;;8C105C3C647C7E36;Accidental;Unrankable - Inclassable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Oporornis formosus, Fauvette du Kentucky;LA;KEWA;;6770;06770
2026;Yes;OCYE;;Olive-crowned Yellowthroat;Paruline des bambous;Chipe de Corona Oliva;Geothlypis semiflava;DNO;;;D7815419B7E9B70D;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;
2027;Yes;BPYE;;Black-polled Yellowthroat;Paruline à face noire;Mascarita del Lerma;Geothlypis speciosa;DNO;;;4659CFBD461FF3D0;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;17610
2028;Yes;BEYE;;Belding's Yellowthroat;Paruline de Belding;Mascarita Bajacaliforniana;Geothlypis beldingi;DNO;;;4ADFCCAB3BAC56D5;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;06820
2029;Yes;BAYE;;Bahama Yellowthroat;Paruline des Bahamas;Chipe de las Bahamas;Geothlypis rostrata;DNO;;;B9A6C6E76D04A96D;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;BAYE;;9145;
2030;Yes;ALYE;;Altamira Yellowthroat;Paruline à couronne jaune;Mascarita de Altamira;Geothlypis flavovelata;DNO;;;AF83062668018E79;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;17580
2031;Yes;COYE;;Common Yellowthroat;Paruline masquée;Mascarita Común;Geothlypis trichas;BRE;;;BA4C8A02839564AC;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Fauvette masquée;LA;COYE;PAMA;6810;06810
2032;Yes;HOYE;;Hooded Yellowthroat;Paruline de Nelson;Mascarita Matorralera;Geothlypis nelsoni;DNO;;;24ED5D5C95E9CD27;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;17620
2033;Yes;WHIW;;Whistling Warbler;Paruline de Saint-Vincent;Reinita de San Vicente;Catharopeza bishopi;DNO;;;95AC20359BB05852;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;;N/A;;;;
2034;Yes;PLUW;;Plumbeous Warbler;Paruline caféiette;Chipe Plomizo;Setophaga plumbea;DNO;;;F630DE1F35DB15A7;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;PLWA;;;N/A;;;;
2035;Yes;EWWA;;Elfin-woods Warbler;Paruline d'Angela;Chipe Duende;Setophaga angelae;DNO;;;369BAA3C45BC278E;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica angelae;N/A;EWWA;;6581;17560
2036;Yes;ARRW;;Arrowhead Warbler;Paruline de Jamaïque;Chipe Cabeza de Flecha;Setophaga pharetra;DNO;;;1C941B1C94774693;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;AHWA;;"Dendroica pharetra; Paruline de la Jamaïque";N/A;ARRW;;9141;
2037;Yes;HOWA;;Hooded Warbler;Paruline à capuchon;Chipe Encapuchado;Setophaga citrina;BRE;;;15EB30007E1908FD;Breeder;Apparently Secure - Apparemment en sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Wilsonia citrina, Fauvette à capuchon;LA;HOWA;;6840;06840
2038;Yes;AMRE;;American Redstart;Paruline flamboyante;Pavito Migratorio;Setophaga ruticilla;BRE;;;BED38F505F0B8509;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Redstart, Fauvette flamboyante;LA;AMRE;PAFL;6870;06870
2039;Yes;KIWA;;Kirtland's Warbler;Paruline de Kirtland;Chipe de Kirtland;Setophaga kirtlandii;BRE;;First confirmed nest in ON in 2007. From 2007-2011, 7 nests have been found or inferred, producing 23 fledglings.;B9A2B7CCE43D3D57;Exceptional/rare visitor and exceptional breeder;Critically Imperiled - Gravement en péril;Yes;Yes;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica kirtlandii, Fauvette de Kirtland;LA;KIWA;PAKI;6700;06700
2040;Yes;CMWA;;Cape May Warbler;Paruline tigrée;Chipe Atigrado;Setophaga tigrina;BRE;;;DB20CB6B0A720B90;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica tigrina;LA;CMWA;PATI;6500;06500
2041;Yes;CERW;;Cerulean Warbler;Paruline azurée;Chipe Celeste;Setophaga cerulea;BRE;;;D00EC2C974F1B880;Breeder;Imperiled - En péril;Yes;Yes;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica cerulea, Fauvette azurée;LA;CERW;PAAZ;6580;06580
2042;Yes;NOPA;;Northern Parula;Paruline à collier;Chipe Pecho Manchado;Setophaga americana;BRE;;;41062654293EB4E1;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Parula americana, Compsothlypis americana americana, Fauvette parula;LA;NOPA;PACL;6480;06480
2043;Yes;TRPA;;Tropical Parula;Paruline à joues noires;Chipe Tropical;Setophaga pitiayumi;DNO;;;4926BC8C8C3C7895;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Parula pitiayumi, Compsothlypis pitiayumi nigrilora, Sennett's Warbler, Olive-backed Warbler, Fauvette à joues noires;N/A;TRPA;;6490;06490
2044;Yes;MAWA;;Magnolia Warbler;Paruline à tête cendrée;Chipe de Magnolias;Setophaga magnolia;BRE;;;1E82CE1ECC54F928;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica magnolia, Fauvette à tête cendrée;LA;MAWA;PATC;6570;06570
2045;Yes;BBWA;;Bay-breasted Warbler;Paruline à poitrine baie;Chipe Castaño;Setophaga castanea;BRE;;;10C601D3BCC5A85C;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica castanea, Fauvette à poitrine baie;LA;BBWA;PAPB;6600;06600
2046;Yes;BLBW;;Blackburnian Warbler;Paruline à gorge orangée;Chipe Garganta Naranja;Setophaga fusca;BRE;;;4168AF09C7BCB40B;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica fusca, Fauvette à gorge orangée;LA;BLBW;PAGO;6620;06620
2047;Yes;YEWA;;Yellow Warbler;Paruline jaune;Chipe Amarillo;Setophaga petechia;BRE;;;A6C0C4A9DCB84453;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;YWAR;;Dendroica petechia, Fauvette jaune;LA;YEWA;PAJA;6520;06520
2047.1;No;MANW;;Mangrove Warbler;Paruline des mangliers;Chipe Amarillo;Setophaga petechia erithachorides;DNO;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica petechia erithachorides;N/A;;;;
2048;Yes;CSWA;;Chestnut-sided Warbler;Paruline à flancs marron;Chipe Flancos Castaños;Setophaga pensylvanica;BRE;;;7AB1229BD3F33F46;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica pensylvanica, Fauvette à flancs marrons;LA;CSWA;PAFM;6590;06590
2049;Yes;BLPW;;Blackpoll Warbler;Paruline rayée;Chipe Cabeza Negra;Setophaga striata;BRE;;;544A5E6BC69CEAAC;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica striata, Fauvette ray;LA;BLPW;PARA;6610;06610
2050;Yes;BTBW;;Black-throated Blue Warbler;Paruline bleue;Chipe Azulnegro;Setophaga caerulescens;BRE;;;67B455A71B1C2506;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica caerulescens, Paruline bleue à gorge noire, Fauvette bleue à gorge noire;LA;BTBW;PABL;6540;06540
2051;Yes;PAWA;;Palm Warbler;Paruline à couronne rousse;Chipe Playero;Setophaga palmarum;BRE;;;4AAEF54973E5453C;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica palmarum, Fauvette à couronne rousse;LA;UPWA;PACR;6721;06720
2051.1;No;WPWA;PAWA;Western Palm Warbler;Paruline à couronne rousse de l'ouest;Chipe Playero subespecie palmarum;Setophaga palmarum palmarum;BRE;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;PAWA_WES;;Dendroica palmarum palmarum;LA;WPWA;;6720;
2051.2;No;YPWA;PAWA;Yellow Palm Warbler;Paruline à couronne rousse;Chipe Playero subespecie hypochrysea;Setophaga palmarum hypochrysea;BRE;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;PAWA_YEL;;Dendroica palmarum hypochrysea;LA;YPWA;;6729;
2052;Yes;OCAW;;Olive-capped Warbler;Paruline à calotte verte;Chipe de Capa Oliva;Setophaga pityophila;DNO;;;45C2A0F6FEE9842E;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;OLIW;;Dendroica pityophila;N/A;OLIW;;9138;
2053;Yes;PIWA;;Pine Warbler;Paruline des pins;Chipe Pinero;Setophaga pinus;BRE;;;6283E61EEF174882;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica pinus, Fauvette des pins;LA;PIWA;PAPI;6710;06710
2054;Yes;YRWA;;Yellow-rumped Warbler;Paruline à croupion jaune;Chipe Rabadilla Amarilla;Setophaga coronata;BRE;;;BC5A949807108302;Breeder;Secure - En sécurité;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica coronata, Fauvette à croupion jaune;LA;UYRW;PACJ;6556;06556
2054.1;No;MYWA;YRWA;Myrtle Warbler;Paruline à croupion jaune;Chipe Rabadilla Amarilla subespecie coronata;Setophaga coronata coronata;BRE;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;YRWA_MYR;;Dendroica coronata coronata;LA;MYWA;;6550;06550
2054.2;No;AUWA;YRWA;Audubon's Warbler;Paruline à croupion jaune de l'ouest;Chipe Rabadilla Amarilla subespecie auduboni;Setophaga coronata auduboni;BRE;;;;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;YRWA_AUD;;Dendroica coronata auduboni;LA;AUWA;;6560;06560
2055;Yes;YTWA;;Yellow-throated Warbler;Paruline à gorge jaune;Chipe Garganta Amarilla;Setophaga dominica;ACC;;;136451CF6F7A49BA;Accidental;Unrankable - Inclassable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica dominica, Fauvette à gorge jaune;LA;YTWA;;6630;06630
2056;Yes;BAHW;;Bahama Warbler;Paruline de Todd;Reinita de las Bahamas;Setophaga flavescens;DNO;;"Formerly treated as conspecific to S. dominica; AOU 52.";25333CB5C853CFF7;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica flavescens;N/A;;;;
2057;Yes;VITW;;Vitelline Warbler;Paruline des Caïmans;Chipe Vitellino;Setophaga vitellina;DNO;;;5574D3D5A5D7578E;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica vitellina;N/A;;;;
2058;Yes;PRAW;;Prairie Warbler;Paruline des prés;Chipe de Pradera;Setophaga discolor;BRE;;;E36325FA08B46EEF;Breeder;Imperiled - En péril;No;No;Yes;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica discolor, Fauvette des prés;LA;PRAW;PAPR;6730;06730
2059;Yes;ADWA;;Adelaide's Warbler;Paruline d'Adélaïde;Chipe de Adelaida;Setophaga adelaidae;DNO;;Formerly included S. subita and S. delicata.;43F4D735B9378196;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica adelaidae;N/A;ADWA;;6641;17510
2060;Yes;BARW;;Barbuda Warbler;Paruline de Barbuda;Reinita de Barbuda;Setophaga subita;DNO;;;9346A3C95057930F;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica subita;N/A;BARW;;6642;
2061;Yes;SLWA;;St. Lucia Warbler;Paruline de Sainte-Lucie;Reinita de Santa Lucía;Setophaga delicata;DNO;;;180A3B774CB62AC1;;;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;;Dendroica delicata;N/A;SLWA;;6643;
2062;Yes;GRWA;;Grace's Warbler;Paruline de Grace;Chipe Cejas Amarillas;Setophaga graciae;ACC;;Avibase records from ON.;946DCF534A652B80;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Parulidae;Parulidés;Warblers;Parulines;;Passeriformes;;DNO_2017;Dendroica graciae;LA;GRWA;;6640;06640
