Sort_Order;Full_Species;Species_ID;Parent_ID;English_Name;French_Name;Spanish_Name;Scientific_Name;CDN_Status;Origin;Comment;Avibase_ID;Avibase_Status;Wild_Species_2020;COSEWIC_Species;SARA_Species;2015_MBCA_List;MBCA_Family;Family_Sci;Family_Sci_FR;Family_CmName_EN;Family_CmName_FR;Subfamily;Order;Prev_Species_ID;Prev_CND_Status;Prev_Names_Sci_EN_FR;Technical_Committees;Alpha_Code_BBL;Alpha_Code_FR;BBL_Number;BBS_Number
42;Yes;FADU;;Falcated Duck;Canard à faucilles;Cerceta de Alfanjes;Mareca falcata;ACC;;Formerly placed in the genus Anas.;978D448531E03998;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Anas falcata, Falcated Teal, Sarcelle à faucilles;WF;FADU;;1371;01371
43;Yes;EUWI;;Eurasian Wigeon;Canard siffleur;Pato Silbón;Mareca penelope;RNB;;Formerly placed in the genus Anas.;15EE0D3685082E13;Migrant or winter visitor;Unrankable - Inclassable;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Mareca penelope, Anas penelope, Widgeon, European Wigeon, Canard siffleur d'Europe;WF;EUWI;;1360;01360
44;Yes;AMWI;;American Wigeon;Canard d'Amérique;Pato Chalcuán;Mareca americana;BRE;;Formerly placed in the genus Anas.;D201EB7230F20770;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Mareca americana, Anas americana, Baldpate, Canard siffleur d'Amérique;WF;AMWI;CAAM;1370;01370
45;Yes;LAYD;;Laysan Duck;Canard de Laysan;Ánade de Laysan;Anas laysanensis;DNO;;;3F444E5A03214FAD;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;LADU;;;N/A;LADU;;1322;01322
46;Yes;HAWD;;Hawaiian Duck;Canard des Hawaï;Ánade Hawaiano;Anas wyvilliana;DNO;;;250EA983F9CDC3BC;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Koloa;N/A;HAWD;;1321;01321
47;Yes;ESBD;;Eastern Spot-billed Duck;Canard de Chine;Ánade picopinto chino;Anas zonorhyncha;DNO;;;E21470F9073AC877;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Anas poecilorhyncha, Spot-billed Duck;N/A;;;;01341
48;Yes;MALL;;Mallard;Canard colvert;Pato de Collar;Anas platyrhynchos;BRE;;;85625D75F2524457;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MALL;CACO;1320;01320
48.1;No;MALL_EAS;MALL;Mallard (Eastern population);Canard colvert (Population de l'Est);Pato de Collar (Población del Este);Anas platyrhynchos;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MALL;;1320;
48.2;No;MALL_WES;MALL;Mallard (Western population);Canard colvert (Population de l'Ouest);Pato de Collar (Población del Oeste);Anas platyrhynchos;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MALL;;1320;
48.555;No;HYMA;;Mallard hybrid;Canard colvert hybride;Pato de Collar híbrido;Anas platyrhynchos x;BRE;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;;;;
49;Yes;MEDU;;Mexican Duck;Canard du Mexique;Pato Mexicano;Anas diazi;DNO;;Added in 2021.;42CF45FEA3D6D52F;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;N/A;MEDU;;1331;01331
50;Yes;ABDU;;American Black Duck;Canard noir;Anade Sombrío;Anas rubripes;BRE;;;C732CB106EE8BAE8;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Black Duck;WF;ABDU;CANO;1330;01330
50.1;No;ABMA_MAB;ABMA;American Black Duck male/Mallard female pair;Couple Canard noir (mâle) et Canard colvert (femelle);Pareja de macho de Anade Sombrío y hembra de Pato de Collar;;BRE;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MBDH;;1326;
50.2;No;ABMA_MAM;ABMA;American Black Duck female/Mallard male pair;Couple Canard noir (femelle) et Canard colvert (mâle);Pareja de hembra de Anade Sombrío y macho de Pato de Collar;;BRE;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MBDH;;1326;
50.5551;No;ABMH;ABMA;American Black Duck x Mallard hybrid;Hybride de Canard noir et de Canard colvert;Híbrido de Anade Sombrío y Pato de Collar;Anas rubripes x platyryhnchos;BRE;;BBL lists as MALL x ABDU hybrid.;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;MBDH, ABDH;;;WF;MBDH;HYNC;1326;01326
50.5552;No;ABMA_HYA;ABMA;American Black Duck x Mallard hybrid ABDU-like;Hybride de Canard noir et de Canard colvert - plutôt ABDU;Híbrido de Anade Sombrío y Pato de Collar, más parecido al Anade Sombrío;Anas rubripes x platyryhnchos;BRE;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;ABDX;;1337;
50.5553;No;ABMA_HYM;ABMA;American Black Duck x Mallard hybrid MALL-like;Hybride de Canard noir et de Canard colvert - plutôt MALL;Híbrido de Anade Sombrío y Pato de Collar, más parecido al Pato de Collar;Anas rubripes x platyryhnchos;BRE;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MALX;;1327;
50.5554;No;MBDX;ABMA;Mallard x American Black Duck intermediate;Canard noir et Canard colvert intermédiaire;Anade Sombrío y Pato de Collar intermedio;Anas platyryhnchos x rubripes;BRE;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;MBDX;;1325;
51;Yes;MODU;;Mottled Duck;Canard brun;Pato Tejano;Anas fulvigula;ACC;;;697B933E00311446;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Anas fulvigula fulvigula, Florida Duck;WF;MODU;;1340;01340
52;Yes;WCHP;;White-cheeked Pintail;Canard des Bahamas;Anade Gargantillo;Anas bahamensis;UNK;;;D2F97D13FC8654A2;Escaped from captivity or non-established exotic;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;WHIP;DNO_2019;;N/A;WHIP;;1431;01431
53;Yes;NOPI;;Northern Pintail;Canard pilet;Pato Golondrino;Anas acuta;BRE;;;56CCA7179C9FA71D;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Dafila acuta, Pintail;WF;NOPI;CAPI;1430;01430
54;Yes;GWTE;;Green-winged Teal;Sarcelle d'hiver;Cerceta Alas Verdes;Anas crecca;BRE;;;BC6C3CCE5C1B5D9B;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Nettion crecca, American Green-winged Teal, Common Teal, European Teal, European/Eurasian Green-winged Teal, Sarcelle à ailes vertes;WF;AGWT;SAHI;1390;01390
54.1;No;GWTE_EAS;GWTE;Green-winged Teal (Eastern population);Sarcelle d'hiver (Population de l'Est);Cerceta Alas Verdes (Población del Este);Anas crecca;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;AGWT;;1390;
54.2;No;GWTE_WES;GWTE;Green-winged Teal (Western population);Sarcelle d'hiver (Population de l'Ouest);Cerceta Alas Verdes (Población del Oeste);Anas crecca;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;AGWT;;1390;
54.999;No;TEAL_UNI;;Unidentified Teal;Sarcelle non identifiée;Cerceta no identificado;;;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;UNTE;;;WF;UNTE;;1401;
55;Yes;CANV;;Canvasback;Fuligule à dos blanc;Pato Coacoxtle;Aythya valisineria;BRE;;;1929E1E16E073570;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Marila valisineria, Morillon à dos blanc;WF;CANV;FUDB;1470;01470
56;Yes;REDH;;Redhead;Fuligule à tête rouge;Pato Cabeza Roja;Aythya americana;BRE;;;3072CC168280168B;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Marila americana, Canvas-Back, Morillon à tête rouge;WF;REDH;FUTR;1460;01460
57;Yes;COMP;;Common Pochard;Fuligule milouin;Porrón Europeo;Aythya ferina;ACC;;Avibase records from BC.;A96692E0C9F7508B;Accidental;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;CPOC;DNO_2021;Fuligule morillon;WF;CPOC;;1461;01461
58;Yes;RNDU;;Ring-necked Duck;Fuligule à collier;Pato Pico Anillado;Aythya collaris;BRE;;;0783A7EA9C26947D;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Morillon à collier;WF;RNDU;FUCO;1500;01500
58.1;No;RNDU_EAS;RNDU;Ring-necked Duck (Eastern population);Fuligule à collier (Population de l'Est);Pato Pico Anillado (Población del Este);Aythya collaris;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Morillon à collier;WF;RNDU;;1500;
58.2;No;RNDU_WES;RNDU;Ring-necked Duck (Western population);Fuligule à collier (Population de l'Ouest);Pato Pico Anillado (Población del Oeste);Aythya collaris;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Morillon à collier;WF;RNDU;;1500;
59;Yes;TUDU;;Tufted Duck;Fuligule morillon;Porrón Moñudo;Aythya fuligula;RNB;;Across Canada except NWT, NU and SK.;67CEA1C1FC88F1DB;Rare (seen annually or more often);Not Applicable - Non applicable;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;ACC_2019;Fuligule milouin;WF;TUDU;;1491;01491
60;Yes;GRSC;;Greater Scaup;Fuligule milouinan;Pato Boludo Mayor;Aythya marila;BRE;;;25C94A8F90A829F7;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Grand Morillon;WF;GRSC;FUMI;1480;01480
60.1;No;GRSC_EAS;GRSC;Greater Scaup (Eastern population);Fuligule milouinan (Population de l'Est);Pato Boludo Mayor (Población del Este);Aythya marila;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;GRSC;;1480;
60.2;No;GRSC_WES;GRSC;Greater Scaup (Western population);Fuligule milouinan (Population de l'Ouest);Pato Boludo Mayor (Población del Oeste);Aythya marila;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;GRSC;;1480;
61;Yes;LESC;;Lesser Scaup;Petit Fuligule;Pato Boludo Menor;Aythya affinis;BRE;;;50566E50C91B8686;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Petit Morillon;WF;LESC;PEFU;1490;01490
61.1;No;LESC_EAS;LESC;Lesser Scaup (Eastern population);Petit Fuligule (Population de l'Est);Pato Boludo Menor (Población del Este);Aythya affinis;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;LESC;;1490;
61.2;No;LESC_WES;LESC;Lesser Scaup (Western population);Petit Fuligule (Population de l'Ouest);Pato Boludo Menor (Población del Oeste);Aythya affinis;BRE;;;;;Secure - En sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;LESC;;1490;
61.999;No;SCAU_UNI;;Unidentified Greater/Lesser Scaup;Fuligule non identifié;Pato Boludo no identificado;Aythya sp.;;;;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;;;;01489
62;Yes;STEI;;Steller's Eider;Eider de Steller;Eider Menor;Polysticta stelleri;ACC;;;BA07D0168474EB92;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;STEI;;1570;01570
63;Yes;LABD;;Labrador Duck;Eider du Labrador;Pato del Labrador;Camptorhynchus labradorius;EXT;;Extinct endemic;80897D192B0FD8A7;Extinct endemic;Presumed Extirpated - Présumée disparue;Yes;Yes;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Canard du Labrador;WF;;;;
64;Yes;SPEI;;Spectacled Eider;Eider à lunettes;Eider de Anteojos;Somateria fischeri;ACC;;"BC Checklist; no details.";7D8BF5CCA035FB99;Accidental;Not Applicable - Non applicable;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Arctonetta fischeri;WF;SPEI;;1580;01580
65;Yes;KIEI;;King Eider;Eider à tête grise;Eider Real;Somateria spectabilis;BRE;;;F3D7491432CC59E7;Breeder;Apparently Secure - Apparemment en sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;KIEI;EITG;1620;01620
65.1;No;KIEI_EAS;KIEI;King Eider (Eastern population);Eider à tête grise (Population de l'Est);Eider Real (Población del Este);Somateria spectabilis;BRE;;;;;Apparently Secure - Apparemment en sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;KIEI;;1620;
65.2;No;KIEI_WES;KIEI;King Eider (Western population);Eider à tête grise (Population de l'Ouest);Eider Real (Población del Oeste);Somateria spectabilis;BRE;;;;;Apparently Secure - Apparemment en sécurité;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;KIEI;;1620;
66;Yes;COEI;;Common Eider;Eider à duvet;Eider Común;Somateria mollissima;BRE;;;B77377EEB852D0AF;Breeder;Secure - En sécurité;No;No;Yes;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;;WF;COEI;EIDU;1590;01590
66.1;No;COEI_NOR;COEI;Common Eider - Northern race;Eider à duvet boréale;Eider Común Boreal;Somateria mollissima borealis;BRE;;One of 6 subspecies (faeroeensis and mollissima are European).;;;;No;No;No;Yes;Anatidae;Anatidés;Ducks, Geese, Swans;Canards, oies, cygnes;Anatinae;Anseriformes;;;Greenland Eider;WF;COEI;;1590;
